"stk","alpha","beta0","sigma","deviance"
13,2.134,1.565,0.8791,-5.644
13,2.121,3.877,0.9084,-9.362
13,2.439,11.26,0.8479,-9.321
13,2.326,7.089,1.029,-8.694
13,2.317,9.108,0.7399,-7.745
13,2.265,9.032,0.972,-9.487
13,2.539,10.02,0.9232,-9.308
13,2.282,4.89,0.79,-7.846
13,2.033,3.318,1.069,-6.284
13,2.379,8.741,1.053,-8.121
13,2.043,7.619,0.8237,-6.655
13,2.069,5.45,0.9229,-9.572
13,1.858,2.372,0.9414,-6.214
13,2.125,5.158,0.9804,-9.256
13,2.577,8.762,0.9442,-7.725
13,2.35,6.002,1.068,-6.879
13,2.43,8.855,0.8233,-10.12
13,2.32,8.469,0.7575,-8.91
13,2.346,5.48,0.8165,-8.232
13,2.107,4.041,0.8038,-8.578
13,2.327,6.482,0.8733,-10.37
13,2.262,4.923,1.002,-8.351
13,2.522,6.267,0.9566,-5.784
13,2.201,3.957,0.8616,-8.901
13,1.889,3.071,0.7939,-4.926
13,2.472,9.774,0.9412,-9.83
13,2.255,4.696,0.7965,-8.164
13,1.98,2.949,0.7961,-6.643
13,2.123,4.277,0.8532,-9.595
13,2.049,3.568,1.099,-5.645
13,2.318,7.537,0.8669,-10.97
13,2.063,3.197,0.9011,-8.779
13,2.252,7.725,0.8354,-10.73
13,2.163,3.718,1.059,-6.711
13,1.765,1.941,0.892,-3.922
13,2.162,3.082,1.16,-3.319
13,2.115,6.295,0.806,-9.315
13,2.217,4.518,0.845,-9.329
13,2.054,2.901,0.9791,-7.865
13,2.213,5.72,0.9907,-9.378
13,2.411,6.366,0.7459,-5.585
13,2.079,7.252,0.8738,-8.813
13,2.25,4.086,0.7922,-7.055
13,2.136,3.91,0.853,-9.233
13,2.17,2.907,0.8928,-7.807
13,2.114,6.59,1.004,-8.641
13,2.167,4.693,0.9663,-9.329
13,2.278,8.882,0.8237,-10.16
13,2.329,5.306,1.084,-6.107
13,2.352,10.93,0.8826,-9.235
13,2.446,8.752,0.8325,-10.02
13,2.358,9.955,0.8173,-9.785
13,2.316,8.693,1.099,-6.839
13,2.26,5.631,0.9151,-10.17
13,1.939,3.049,0.905,-7.736
13,2.232,2.831,1.09,-4.303
13,2.203,4.816,0.7353,-6.496
13,2.367,7.872,0.8291,-10.51
13,2.176,5.361,0.7827,-9.099
13,2.266,7.817,0.8707,-10.96
13,2.543,13.51,0.7591,-3.781
13,2.489,6.202,0.9516,-6.646
13,2.338,3.85,0.8379,-5.585
13,2.329,8.235,1.091,-7.163
13,2.153,4.828,1.016,-8.496
13,2.338,6.353,0.9683,-9.408
13,2.031,5.201,0.8144,-8.413
13,2.105,4.63,0.9131,-9.809
13,2.303,6.57,0.8326,-10.41
13,2.249,5.859,0.9012,-10.49
13,2.356,4.655,0.9875,-6.92
13,2.244,6.103,0.922,-10.49
13,2.154,5.052,1.341,1.961
13,2.287,6.642,0.8083,-10.19
13,2.302,6.657,0.908,-10.61
13,2.266,7.254,0.9901,-9.724
13,2.14,6.234,0.9991,-9.068
13,2.235,3.083,0.9535,-6.979
13,1.961,4.553,0.8483,-7.766
13,2.204,5.144,0.8298,-9.898
13,2.441,6.754,0.9605,-8.395
13,2.186,5.989,1.055,-7.956
13,2.093,6.32,0.9431,-9.454
13,2.202,5.508,0.8309,-10.19
13,1.936,1.937,1.1,-4.318
13,2.05,3.76,0.9291,-9.017
13,2.108,4.755,0.7797,-8.416
13,1.941,3.557,0.9298,-7.801
13,2.514,8.351,0.8616,-8.837
13,2.113,3.733,0.8912,-9.277
13,2.408,6.118,0.8753,-8.617
13,2.356,5.387,0.8047,-7.557
13,2.046,2.986,0.7769,-6.471
13,2.115,3.905,0.8191,-8.785
13,2.273,5.432,0.8338,-9.678
13,1.937,7.949,0.8497,-2.414
13,2.252,7.372,0.8689,-10.98
13,2.185,4.084,0.7867,-7.813
13,1.981,2.52,0.8651,-7.7
13,2.053,7.493,0.8912,-7.976
13,2.533,9.062,0.8092,-8.196
13,2.32,9.787,0.7777,-8.635
13,2.107,1.245,0.9948,-5.224
13,2.101,9.593,0.8068,-4.277
13,2.491,7.368,0.882,-8.401
13,2.158,5.222,0.9851,-9.285
13,2.149,3.224,0.8918,-8.508
13,2.504,9.849,1.017,-8.285
13,2.456,6.948,1.012,-7.5
13,2.395,10.55,0.9705,-9.263
13,2.304,2.101,1.207,0.9847
13,2.167,7.03,0.9388,-10.1
13,2,4.435,0.9121,-8.79
13,2.169,5.539,0.8828,-10.49
13,2.257,7.37,0.9379,-10.57
13,2.043,4.147,0.7598,-6.741
13,2.411,6.982,0.8551,-9.53
13,2.27,3.832,0.8561,-7.571
13,2.312,9.37,1.045,-8.064
13,2.138,8.112,0.8312,-8.744
13,2.236,9.264,0.8763,-9.672
13,2.397,11.15,1.009,-8.096
13,2.202,8.682,1.283,-0.01077
13,2.026,3.612,0.8435,-8.595
13,2.489,6.594,0.8666,-7.198
13,2.223,4.864,0.9283,-9.677
13,2.243,9.305,1.012,-8.293
13,2.511,11.32,0.944,-9.135
13,2.367,10.23,0.9711,-9.364
13,2.085,2.835,0.9627,-7.984
13,2.299,4.082,0.9949,-7
13,2.119,2.328,1.008,-6.548
13,2.1,5.311,0.7775,-8.461
13,2.413,7.009,0.8746,-9.62
13,2.297,4.109,0.8801,-7.751
13,2.268,4.812,1.089,-6.14
13,2.318,4.268,0.9738,-7.238
13,2.238,6.983,0.8852,-10.94
13,1.981,4.071,1.038,-6.818
13,2.047,4.466,0.863,-9.329
13,2.459,7.797,0.7579,-7.024
13,2.293,5.963,0.8267,-9.923
13,2.359,3.095,0.9429,-4.213
13,2.468,7.659,0.9297,-9.108
13,2.013,4.631,0.7771,-7.078
13,2.313,6.739,1.033,-8.523
13,2.582,4.931,0.9121,-0.3989
13,2.282,6.973,0.9147,-10.78
13,2.087,4.497,0.7837,-8.261
13,2.472,8.182,0.7827,-8.084
13,1.999,2.688,0.8643,-7.951
13,2.063,2.683,0.7655,-5.568
13,2.203,6.585,0.8831,-10.82
13,2.017,5.212,0.8795,-8.934
13,2.018,5.09,0.9578,-8.607
13,2.019,3.383,0.8364,-8.288
13,2.572,10.17,1.088,-5.879
13,2.093,3.376,0.8652,-8.856
13,1.91,4.966,0.8324,-5.821
13,2.286,10.55,1.014,-7.561
13,1.91,3.722,0.8478,-6.797
13,2.176,5.405,0.8443,-10.3
13,2.011,4.887,0.8531,-8.744
13,1.959,2.092,1.243,-0.2062
13,2.361,10.44,0.8966,-9.878
13,1.901,3.073,0.7732,-4.374
13,2.174,5.712,0.8454,-10.43
13,2.288,6.22,0.8986,-10.49
13,2.191,6.472,0.8036,-10.05
13,1.821,2.113,1.146,-2.011
13,1.949,5.103,0.7104,-1.182
13,2.049,4.328,0.7742,-7.491
13,2.12,7.412,0.8043,-8.588
13,2.254,8.143,0.6807,-3.957
13,2.361,9.072,0.8045,-10.12
13,2.4,10.21,0.9198,-10.12
13,2.015,5.941,0.9032,-8.551
13,2.386,5.65,0.8951,-8.463
13,2.213,7.412,0.8541,-10.7
13,2.309,5.971,0.8891,-10.13
13,2.314,5.78,1.068,-7.056
13,2.277,7.136,0.8567,-10.96
13,2.562,6.314,0.7926,-1.823
13,1.949,3.619,0.7866,-6.094
13,2.79,13.65,1.072,-3.367
13,2.26,5.989,0.9753,-9.649
13,1.903,3.113,1.065,-5.214
13,2.275,6.951,0.6819,-4.344
13,2.249,4.656,0.867,-9.329
13,2.145,6.285,0.8739,-10.44
13,2.201,3.586,0.9114,-8.488
13,2.176,4.481,0.9964,-8.642
13,1.953,3.124,0.9444,-7.792
13,2.21,1.813,1.008,-4.548
13,2.171,2.952,0.8913,-7.865
13,2.417,6.878,1.024,-7.8
13,2.047,7.075,0.8474,-7.951
13,2.097,3.122,0.8855,-8.659
13,1.968,2.444,0.8387,-7.163
13,2.165,2.903,0.9209,-7.845
13,2.155,7.177,0.8409,-10.04
13,2.214,5.835,0.8503,-10.55
13,2.499,7.401,0.7232,-3.243
13,2.504,13.27,1.133,-3.606
13,2.125,3.268,0.9131,-8.699
13,1.848,2.878,0.8474,-5.355
13,1.88,4.573,1.034,-5.069
13,2.477,6.528,1.146,-3.426
13,2.095,6.568,0.8425,-9.451
13,2.468,10.88,0.9555,-9.351
13,2.153,2.95,1.092,-5.19
13,2.244,7.883,0.8009,-10.06
13,2.056,5.26,0.933,-9.342
13,2.082,6.626,0.9112,-9.389
13,2.24,5.499,0.9412,-9.953
13,2.263,5.923,0.7502,-7.998
13,2.073,4.907,0.9542,-9.289
13,2.161,5.251,1.162,-4.557
13,2.233,6.713,0.9777,-9.889
13,2.061,2.614,0.7687,-5.604
13,2.305,6.605,0.8263,-10.33
13,2.167,7.752,0.8312,-9.704
13,2.158,6.009,0.8246,-10.18
13,2.199,6.498,0.8635,-10.78
13,2.316,10.17,0.8404,-9.49
13,2.019,6.794,0.9761,-7.415
13,1.923,1.51,0.8838,-6.48
13,2.445,11.91,1.068,-6.337
13,2.264,9.6,1.101,-6.048
13,2.332,5.391,0.9211,-9.059
13,2.019,5.162,0.8043,-7.94
13,2.112,4.924,0.6967,-4.073
13,1.954,4.261,1.064,-5.886
13,2.427,9.185,0.8189,-10.1
13,2.295,5.562,0.7689,-7.937
13,2.317,9.915,0.9574,-9.481
13,2.238,6.512,1.055,-8.112
13,2.248,7.403,0.8943,-10.92
13,2.014,4.137,0.9102,-8.953
13,2.192,8.024,0.8049,-9.412
13,2.004,4.988,0.8833,-8.781
13,2.078,4.261,0.9894,-8.606
13,1.998,4.111,0.8571,-8.597
13,2.068,5.061,0.954,-9.253
13,2.391,8.073,0.725,-6.93
13,2.45,10.01,0.8351,-10.05
13,2.626,14.71,0.9295,-5.648
13,2.144,7.571,0.8084,-9.039
13,2.226,9.533,0.9588,-8.742
13,1.868,1.83,0.7987,-4.213
13,2.411,8.11,0.6602,-1.445
13,2.599,12.9,0.9873,-7.214
13,2.546,10.9,0.9018,-9.324
13,2.231,6.614,0.8977,-10.85
13,1.846,3.882,1.023,-4.879
13,2.381,8.655,0.9286,-10.54
13,2.237,5.328,0.9094,-10.13
13,2.364,6.227,0.8591,-9.535
13,2.21,4.862,0.8198,-9.425
13,2.07,1.318,1.052,-4.758
13,1.97,1.687,0.8101,-5.637
13,2.601,9.634,0.9308,-7.97
13,2.413,4.929,0.832,-5.647
13,2.186,7.157,1.062,-7.718
13,2.142,5.897,0.8195,-9.969
13,2.397,6.175,1.018,-7.589
13,2.453,8.003,1.034,-7.869
13,2.105,3.678,0.8033,-8.188
13,2.305,7.503,0.99,-9.722
13,2.117,6.363,0.855,-10.02
13,2.52,12.14,0.889,-8.784
13,2.634,10.54,0.8755,-7.733
13,2.347,5.826,0.9161,-9.366
13,1.876,1.804,1.029,-5.304
13,2.195,5.383,0.8458,-10.29
13,2.212,3.472,0.8976,-8.175
13,2.217,9.007,0.9786,-8.855
13,2.051,3.108,0.8553,-8.473
13,2.353,9.458,0.7895,-9.545
13,2.139,6.307,0.9271,-10.14
13,2.148,5.498,0.8698,-10.4
13,2.101,4.499,0.8488,-9.649
13,2.292,10.54,0.9678,-8.428
13,1.993,1.3,0.8786,-6.403
13,2.108,4.341,0.9978,-8.581
13,2.118,6.404,0.9433,-9.726
13,2.419,9.318,0.786,-9.419
13,1.907,4.121,0.9441,-7.018
13,2.005,3.816,0.8403,-8.423
13,2.261,6.29,0.8048,-10.05
13,1.934,3.832,0.8167,-6.694
13,2.09,2.98,0.921,-8.477
13,2.549,10.88,0.9245,-9.192
13,2.023,3.222,0.8135,-7.743
13,1.93,2.08,1.04,-5.733
13,1.89,1.889,0.829,-5.568
13,2.112,2.815,0.7611,-5.328
13,1.993,3.772,0.7254,-3.937
13,2.098,1.573,0.9597,-6.214
13,2.462,5.827,0.9232,-6.888
13,2.43,5.151,0.8279,-5.516
13,2.175,3.86,0.9004,-9.12
13,2.147,5.811,0.8565,-10.4
13,2.172,4.454,1.15,-4.604
13,2.379,5.278,0.9361,-7.934
13,2.312,6.83,0.7597,-8.717
13,2.226,5.255,0.775,-8.588
13,1.73,2.505,0.9941,-2.901
13,2.192,8.213,0.9415,-9.703
13,1.814,1.879,0.9745,-5.116
13,2.199,6.227,0.829,-10.48
13,2.684,10.19,0.9122,-6.348
13,2.194,7.331,0.9611,-9.925
13,2.44,8.249,0.8597,-10.12
13,2.12,3.201,1.018,-7.337
13,2.288,6.429,0.9448,-10.21
13,2.167,4.087,0.9909,-8.463
13,2.196,6.817,0.7376,-7.765
13,2.182,5.669,0.6731,-2.898
13,2.444,7.067,0.8064,-8.118
13,2.397,8.892,0.8166,-10.28
13,2.009,6.772,0.8943,-7.668
13,1.658,1.698,1.114,0.294
13,2.934,12.77,1.301,5.511
13,2.497,8.939,0.8918,-9.686
13,2.285,8.895,0.915,-10.44
13,2.443,9.467,0.8795,-10.45
13,2.088,2.707,0.9336,-8.096
13,2.127,4.472,0.978,-9.03
13,2.203,7.141,0.9351,-10.4
13,2.661,7.875,0.8915,-3.755
13,2.224,2.974,0.7972,-5.354
13,1.99,4.322,0.8272,-8.043
13,1.872,2.057,0.8697,-6.099
13,2.118,3.566,0.8621,-8.986
13,2.098,4.682,0.8834,-9.884
13,2.162,7.231,0.8182,-9.801
13,2.264,3.14,0.9693,-6.431
13,2.461,10.05,0.9938,-9.041
13,2.152,4.876,0.7563,-7.771
13,2.125,4.136,1.026,-7.905
13,2.135,10.77,1.143,-1.594
13,2,7.981,0.9295,-5.731
13,2.171,4.387,0.921,-9.598
13,2.122,5.734,0.7657,-8.318
13,2.405,4.684,0.8871,-6.223
13,2.133,5.346,0.8752,-10.29
13,2.31,6.411,0.8881,-10.49
13,2.164,2.887,0.9274,-7.809
13,2.201,4.359,0.9286,-9.34
13,2.078,5.563,0.8985,-9.785
13,2.073,6.02,0.8043,-8.664
13,2.079,5.435,0.7622,-7.594
13,2.229,7.501,0.9323,-10.51
13,2.231,5.845,1.043,-8.209
13,2.148,3.154,0.8917,-8.418
13,2.381,11.22,0.8919,-9.184
13,1.933,1.489,1.029,-5.553
13,1.791,3.6,1.009,-3.869
13,2.135,2.886,0.7711,-5.682
13,2.248,8.796,0.9698,-9.528
13,2.092,2.737,0.8067,-7.03
13,2.467,7.266,0.8889,-8.86
13,2.021,2.436,1.093,-5.099
13,2.25,5.479,1.045,-7.902
13,2.323,6.405,0.7825,-9.013
13,2.271,7.622,0.9686,-10.13
13,2.264,4.917,1.019,-7.978
13,2.055,1.42,0.952,-6.388
13,2.454,6.103,0.8728,-7.408
13,2.242,7.856,1.008,-9.201
13,2.162,8.206,0.8994,-9.553
13,2.445,8.832,1.009,-8.826
13,2.258,6.219,0.738,-7.712
13,2.394,7.778,0.769,-8.742
13,2.229,9.329,0.9929,-8.467
13,2.028,2.353,0.9754,-7.406
13,2.24,5.432,0.7858,-9.005
13,2.261,7.081,0.7855,-9.895
13,2.412,6.753,0.7608,-6.931
13,2.095,4.126,0.827,-9.102
13,2.033,8.08,0.978,-6.271
13,2.435,6.851,0.8707,-8.998
13,2.382,9.499,0.932,-10.34
13,2.162,8.712,0.9755,-8.36
13,2.254,8.943,0.9582,-9.655
13,1.879,6.761,1.025,-3.043
13,2.399,8.559,0.9433,-10.26
13,2.342,8.707,0.9652,-10.1
13,2.085,3.352,0.7316,-4.772
13,2.519,9.156,0.9842,-8.567
13,2.086,5.826,0.8452,-9.657
13,2.215,8.71,0.8571,-9.851
13,2.383,9.001,0.6632,-2.337
13,2.186,6.357,1.015,-8.976
13,2.176,5.959,0.8907,-10.62
13,2.324,7.897,0.8627,-10.99
13,2.471,9.205,0.9348,-9.871
13,2.048,7.219,0.9764,-7.631
13,1.873,3.56,0.9019,-6.478
13,2.315,6.376,0.9038,-10.35
13,2.109,2.983,0.8286,-7.824
13,2.568,9.355,0.8692,-8.51
13,2.317,1.559,0.8727,-0.545
13,2.068,6.809,0.6748,-0.4156
13,2.189,5.384,0.8297,-10.12
13,2.325,6.592,0.8782,-10.49
13,2.195,6.988,0.9196,-10.54
13,2.152,6.737,0.8493,-10.29
13,1.947,4.748,0.9372,-7.641
13,2.104,4.439,1.049,-7.496
13,2.164,2.07,0.9453,-6.361
13,2.251,2.822,0.7606,-2.592
13,2.22,9.455,0.9257,-9.076
13,1.834,2.413,0.9556,-5.702
13,2.27,9.532,0.8661,-9.845
13,2.28,3.258,0.9398,-6.533
13,2.087,6.342,0.8428,-9.438
13,2.204,8.154,0.9247,-10.06
13,2.41,10.64,0.924,-9.818
13,1.987,4.602,0.9206,-8.53
13,2.22,6.069,0.8911,-10.72
13,2.105,1.961,0.9118,-6.971
13,1.999,4.389,0.8639,-8.693
13,1.931,2.9,0.8491,-7.158
13,2.056,3.283,0.8205,-8.121
13,2.159,7.511,0.971,-9.339
13,2.066,2.672,1.027,-6.83
13,1.925,5.505,0.8685,-6.398
13,2.445,10.49,0.9613,-9.504
13,2.094,3.111,0.9967,-7.737
13,1.997,2.295,1.021,-6.576
13,2.164,4.903,0.8177,-9.616
13,1.978,1.5,0.8753,-6.657
13,2.258,7.368,0.9908,-9.701
13,2.294,5.228,1.005,-8.261
13,2.014,2.167,0.9343,-7.594
13,1.742,1.996,0.9145,-3.448
13,2.258,7.339,0.8664,-11
13,1.84,1.645,1.092,-3.529
13,2.46,9.708,0.8233,-9.874
13,2.189,4.757,0.7935,-8.854
13,2.261,7.335,1.076,-7.607
13,2.316,7.57,0.8506,-10.93
13,1.998,3.495,0.875,-8.556
13,2.273,8.328,0.8446,-10.71
13,2.365,10.4,0.7708,-8.108
13,1.985,3.48,1.008,-7.368
13,1.988,5.376,1.098,-5.201
13,2.042,4.21,1.007,-8.056
13,1.757,1.85,1.21,0.7081
13,2.517,9.748,1.087,-6.417
13,2.223,4.559,0.9305,-9.356
13,1.942,4.133,0.8323,-7.181
13,2.135,4.529,0.9354,-9.645
13,2.016,2.223,0.9176,-7.723
13,2.238,7.883,1.064,-7.792
13,2.347,7.292,0.947,-10.2
13,2.34,5.329,0.9513,-8.583
13,2.124,5.329,0.8599,-10.18
13,2.339,8.778,0.778,-9.547
13,2.327,3.19,0.9965,-4.921
13,2.212,5.541,0.8322,-10.21
13,2.445,10.82,0.9414,-9.579
13,1.833,3.177,1.372,5.128
13,2.249,5.355,0.8221,-9.677
13,2.189,5.399,0.8707,-10.44
13,2.487,9.705,0.9451,-9.657
13,2.109,4.4,0.8973,-9.776
13,2.135,2.885,0.9146,-8.131
13,2.152,8.807,0.994,-7.779
13,2.224,6.505,0.9642,-10.08
13,2.31,9.152,0.8278,-10.29
13,2.215,6.344,0.9409,-10.39
13,2.486,7.63,1.042,-6.966
13,2.19,2.446,0.8572,-6.297
13,2.332,8.16,0.8711,-11
13,2.202,6.975,0.8476,-10.69
13,2.212,3.991,0.8026,-7.818
13,2.34,7.029,0.864,-10.61
13,2.453,10.32,0.8473,-10.03
13,2.399,9.169,0.846,-10.6
13,1.99,3.844,0.8774,-8.588
13,2.314,7.277,0.818,-10.5
13,2.335,4.36,0.9026,-7.453
13,2.245,2.675,0.9841,-5.787
13,2.401,7.352,0.9843,-9.142
13,1.946,3.092,0.8687,-7.696
13,2.126,4.582,0.7875,-8.627
13,2.231,7.196,0.8314,-10.68
13,2.179,5.303,0.8226,-9.969
13,2.14,2.252,1.008,-6.26
13,2.142,2.026,0.9313,-6.635
13,2.042,3.721,0.8346,-8.66
13,2.327,6.845,0.9211,-10.43
13,2.152,4.496,0.8661,-9.838
13,2.122,4.194,0.8222,-9.119
13,2.022,4.005,0.8926,-9.042
13,2.338,9.852,0.9368,-9.944
13,2.061,5.324,1.043,-7.513
13,2.199,5.776,0.8141,-10.09
13,2.078,3.506,0.9766,-8.395
13,2.434,5.929,0.8268,-6.996
13,1.861,4.471,0.9041,-5.665
13,2.31,8.4,0.8833,-10.95
13,2.327,6.531,0.7451,-7.644
13,2.487,8.441,0.9166,-9.477
13,2.227,3.506,0.878,-7.951
13,1.836,2.303,0.8835,-5.604
13,2.26,8.855,0.9646,-9.675
13,1.957,4.254,0.9585,-7.803
13,2.193,5.773,0.8925,-10.6
13,2.01,5.564,0.8993,-8.674
13,2.36,6.08,0.8825,-9.533
13,2.278,2.368,1.316,3.641
13,2.414,8.254,0.8259,-10.13
13,2.244,3.409,0.9235,-7.553
13,1.954,1.639,0.9638,-6.688
13,2.147,6.545,0.8997,-10.36
13,2.131,2.682,0.8628,-7.675
13,2.113,8.849,1.051,-5.887
13,2.338,9.629,0.8248,-10.06
13,1.932,2.999,1.018,-6.516
13,2.119,5.322,0.8049,-9.412
13,2.196,9.281,1.026,-7.411
13,2.611,12.87,1.127,-4.065
13,1.823,5.638,1.034,-2.632
13,2.088,1.279,1.08,-3.969
13,2.077,3.305,0.7436,-5.391
13,2.137,5.948,0.8464,-10.26
13,2.333,5.706,0.9564,-9.063
13,2.181,8.739,0.9196,-9.254
13,2.194,4.379,0.9362,-9.345
13,2.278,3.362,0.7368,-1.905
13,1.837,1.708,0.9936,-5.283
13,2.511,7.858,0.8843,-8.514
13,2.029,2.069,0.7716,-4.881
13,2.582,8.783,0.8126,-6.644
13,2.169,2.334,0.9012,-6.82
13,2.198,6.137,0.7783,-9.368
13,2.079,7.645,0.9855,-7.737
13,2.209,7.786,0.8477,-10.45
13,2.219,6.396,0.8354,-10.64
13,1.997,4.712,0.9518,-8.425
13,2.184,4.95,0.8872,-10.16
13,1.979,4.896,0.8454,-8
13,2.483,9.707,0.7493,-7.382
13,2.246,5.944,0.7987,-9.759
13,2.137,5.284,1.001,-8.954
13,1.922,5.005,0.8721,-6.787
13,2.07,6.788,0.8944,-9.082
13,2.038,4.357,0.8459,-9.048
13,2.265,4.889,0.942,-9.192
13,2.182,5.515,0.8852,-10.5
13,2.376,6.52,0.8667,-9.725
13,2.445,6.112,0.9116,-7.801
13,2.437,10.69,1.062,-7.305
13,2.223,5.477,0.951,-9.888
13,2.134,4.771,0.9819,-9.122
13,2.275,4.413,0.8907,-8.698
13,2.182,6.69,1.104,-6.585
13,2.029,4.823,0.9396,-8.992
13,2.286,6.051,0.9403,-10.05
13,2.148,6.023,0.9835,-9.433
13,2.658,12.11,0.8531,-7.267
13,2.568,10.81,0.9248,-8.98
13,2.22,5.423,1.009,-8.852
13,2.079,7.348,0.9296,-8.656
13,2.069,5.717,0.8307,-9.237
13,2.416,6.711,0.8468,-9.032
13,1.904,5.331,1.062,-4.587
13,2.226,3.612,0.87,-8.092
13,2.186,1.708,0.9506,-5.264
13,2.092,5.629,1.009,-8.528
13,1.854,2.741,0.8717,-5.922
13,2.311,9.28,0.832,-10.24
13,2.425,10.74,0.8329,-9.611
13,2.279,2.89,0.9459,-5.823
13,2.728,11.42,0.8088,-4.247
13,2.488,7.179,1.124,-4.445
13,1.941,3.739,1.061,-5.82
13,2.3,5.853,1.027,-8.263
13,2.194,5.548,0.9266,-10.28
13,2.191,8.184,0.8576,-9.981
13,2.178,3.307,1.008,-7.282
13,2.28,4.249,0.754,-5.17
13,2.278,6.751,0.9422,-10.42
13,2.203,4.258,0.928,-9.227
13,1.938,6.529,0.8272,-4.703
13,2.084,4.822,0.8471,-9.653
13,2.401,6.654,0.9206,-9.379
13,2.176,8.699,0.7507,-6.326
13,2.179,5.642,0.9513,-10.01
13,2.247,2.558,0.8617,-5.397
13,2.072,3.307,0.8677,-8.806
13,2.475,6.84,0.8885,-8.12
13,2.592,10.14,0.8448,-8.199
13,2.118,7.316,0.9951,-8.501
13,2.415,3.174,1.008,-2.423
13,2.312,4.214,0.7203,-2.096
13,2.536,8.142,1.04,-6.575
13,2.127,8.909,0.7422,-3.923
13,1.98,6.635,0.708,-0.07947
13,2.286,6.303,0.9742,-9.7
13,2.166,5.566,1.054,-7.868
13,2.269,11.75,0.9395,-6.364
13,2.052,2.514,0.8785,-7.998
13,2.375,6.682,0.8558,-9.847
13,2.06,4.537,0.8845,-9.552
13,2.475,10.44,0.8394,-9.799
13,2.21,2.712,0.791,-4.779
13,2.261,5.527,0.7456,-7.354
13,2.122,5.918,0.8323,-9.96
13,1.887,3.498,1.058,-5.126
13,2.003,4.67,0.9296,-8.728
13,1.877,5.305,0.9193,-5.43
13,2.169,2.771,0.9823,-7.072
13,2.51,11,1.003,-8.363
13,2.156,6.062,0.8892,-10.53
13,2.238,5.117,0.6997,-4.245
13,2.296,5.555,0.8981,-9.849
13,2.095,5.576,1.085,-6.68
13,2.532,10.25,1.007,-8.24
13,2.128,4.703,0.8821,-10.01
13,2.01,2.511,0.8896,-7.998
13,2.315,3.231,0.9075,-5.687
13,2.362,5.301,0.8653,-8.322
13,1.828,4.92,0.8239,-2.487
13,2.401,6.5,0.8683,-9.243
13,1.723,3.252,0.8974,-1.86
13,2.154,8.566,0.8364,-8.599
13,2.163,4.095,0.7577,-6.905
13,2.369,5.908,1.044,-7.166
13,2.098,5.712,0.8186,-9.478
13,2.353,4.524,0.955,-7.143
13,2.093,2.86,0.8432,-7.98
13,2.208,9.096,0.9731,-8.74
13,2.175,6.857,0.863,-10.58
13,2.533,8.99,0.8597,-8.935
13,2.012,4.759,0.9303,-8.834
13,2.325,9.18,1.015,-8.923
13,2.19,4.35,0.8709,-9.547
13,1.993,3.194,0.9124,-8.406
13,2.163,6.078,0.8366,-10.37
13,2.528,8.388,0.9584,-8.317
13,2.099,4.38,0.8457,-9.542
13,2.248,6.758,0.9505,-10.35
13,2.08,5.316,0.8771,-9.843
13,2.444,6.1,0.8779,-7.737
13,2.371,5.828,1.034,-7.27
13,2.566,6.817,0.9549,-5.425
13,2.455,11.02,1.154,-4.458
13,1.996,4.764,0.9496,-8.429
13,2.324,9.442,0.9063,-10.41
13,2.239,8.44,0.9534,-9.919
13,1.975,4.996,0.9347,-8.121
13,1.909,3.593,0.8378,-6.623
13,2.595,7.528,0.9905,-5.35
13,2.15,3.776,0.841,-8.877
13,2.456,7.805,0.7793,-7.961
13,2.197,9.471,0.7487,-5.424
13,2.128,1.36,0.7925,-3.065
13,2.228,7.329,0.8782,-10.89
13,1.772,2.799,0.9795,-4.026
13,2.218,3.55,0.9128,-8.214
13,2.129,4.755,0.9051,-9.992
13,2.049,5.742,0.9995,-8.204
13,2.123,5.06,0.9512,-9.672
13,2.456,12.46,0.8107,-7.083
13,2.279,10.24,1.056,-6.865
13,2.265,1.169,0.9129,-1.858
13,2.123,8.045,0.909,-8.949
13,2.571,9.857,1.213,-1.966
13,2.062,2.87,0.7017,-1.889
13,2.315,9.495,0.8319,-10.09
13,2.184,4.214,0.9346,-9.258
13,2.132,5.314,0.8373,-10.04
13,2.032,3.217,0.804,-7.551
13,2.312,6.016,0.9308,-9.898
13,2.229,5.51,0.9644,-9.688
13,2.135,6.185,1.111,-6.147
13,2.132,7.145,0.9801,-9.05
13,2.146,4.968,1.04,-8.003
13,2.026,6.294,0.962,-8.13
13,2.021,3.263,0.755,-5.677
13,2.357,7.553,0.9142,-10.59
13,2.294,4.922,0.9447,-8.851
13,2.314,6.901,1.05,-8.149
13,2.18,1.719,0.86,-4.859
13,2.235,5.647,0.7764,-8.959
13,1.976,2.525,0.9159,-7.839
13,2.233,5.688,0.9317,-10.21
13,2.28,4.298,1.001,-7.477
13,2.344,8.128,0.7759,-9.574
13,2.054,2.289,0.8666,-7.605
13,2.224,2.886,0.9259,-6.965
13,2.617,8.75,0.8589,-6.409
13,2.383,7.948,0.8806,-10.69
13,2.243,3.511,0.8419,-7.265
13,2.018,1.933,0.7822,-5.116
13,2.249,7.245,0.7789,-9.689
13,2.047,7.44,0.8682,-7.736
13,2.24,3.105,0.8675,-6.863
13,2.142,3.691,0.8062,-8.149
13,2.017,2.361,1.033,-6.44
13,1.88,2.226,0.8005,-4.726
13,2.234,6.391,0.8295,-10.58
13,2.175,5.28,0.9957,-9.119
